"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo"
"CS","MKN-10_U2",5121,"C37","Zhoubný novotvar brzlíku (thymu)","Zhoubný novotvar brzlíku (thymu)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C38","Zhoubný novotvar srdce, mezihrudí (mediastina) a pohrudnice ","Zhoubný novotvar srdce, mezihrudí (mediastina) a pohrudnice (pleury)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C39","Zhoubný novotvar jiných a nepřesně urč. loka-lizací v dých.","Zhoubný novotvar jiných a nepřesně urč. loka-lizací v dých. soust. a nitrohrudních orgánech","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C40","Zhoubný novotvar kosti a kloubní chrupavky končetin","Zhoubný novotvar kosti a kloubní chrupavky končetin","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C41","Zhoubný novotvar kosti a kloubní chrupavky jiných a neurčený","Zhoubný novotvar kosti a kloubní chrupavky jiných a neurčených lokalizací","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C43","Zhoubný melanom kůže","Zhoubný melanom kůže","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C44","Jiný zhoubný novotvar kůže","Jiný zhoubný novotvar kůže","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C45","Mezoteliom [mesothelioma]","Mezoteliom [mesothelioma]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C46","Kaposiho sarkom","Kaposiho sarkom","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C47","Zhoubný novotvar periferních nervů a autonomní nervové soust","Zhoubný novotvar periferních nervů a autonomní nervové soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C48","Zhoubný novotvar retroperitonea a peritonea","Zhoubný novotvar retroperitonea a peritonea","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C49","Zhoubný novotvar jiné pojivové a měkké tkáně","Zhoubný novotvar jiné pojivové a měkké tkáně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C50","Zhoubný novotvar prsu","Zhoubný novotvar prsu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C51","Zhoubný novotvar vulvy","Zhoubný novotvar vulvy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C52","Zhoubný novotvar pochvy (vaginy)","Zhoubný novotvar pochvy (vaginy)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C53","Zhoubný novotvar hrdla děložního [cervicis uteri]","Zhoubný novotvar hrdla děložního [cervicis uteri]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C54","Zhoubný novotvar těla děložního","Zhoubný novotvar těla děložního","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C55","Zhoubný novotvar dělohy, část NS","Zhoubný novotvar dělohy, část NS","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C56","Zhoubný novotvar vaječníku","Zhoubný novotvar vaječníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C57","Zhoubný novotvar jiných a neurčených ženských pohlavních org","Zhoubný novotvar jiných a neurčených ženských pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C58","Zhoubný novotvar placenty","Zhoubný novotvar placenty","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C60","Zhoubný novotvar pyje","Zhoubný novotvar pyje","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C61","Zhoubný novotvar předstojné žlázy – prostaty","Zhoubný novotvar předstojné žlázy – prostaty","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C62","Zhoubný novotvar varlete","Zhoubný novotvar varlete","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C63","Zhoubný novotvar jiných a neurčených mužských pohlavních org","Zhoubný novotvar jiných a neurčených mužských pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C64","Zhoubný novotvar ledviny mimo pánvičku","Zhoubný novotvar ledviny mimo pánvičku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C65","Zhoubný novotvar ledvinné pánvičky","Zhoubný novotvar ledvinné pánvičky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C66","Zhoubný novotvar močovodu (ureteru)","Zhoubný novotvar močovodu (ureteru)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C67","Zhoubný novotvar močového měchýře [vesicae urinariae]","Zhoubný novotvar močového měchýře [vesicae urinariae]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C68","Zhoubný novotvar jiných a neurčených močových orgánů","Zhoubný novotvar jiných a neurčených močových orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C69","Zhoubný novotvar oka a očních adnex","Zhoubný novotvar oka a očních adnex","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C70","Zhoubný novotvar mozkomíšních plen","Zhoubný novotvar mozkomíšních plen","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C71","Zhoubný novotvar mozku","Zhoubný novotvar mozku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C72","Zhoubný novotvar míchy, mozkových nervů a jiných částí CNS","Zhoubný novotvar míchy, mozkových nervů a jiných částí CNS","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C73","Zhoubný novotvar štítné žlázy","Zhoubný novotvar štítné žlázy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C74","Zhoubný novotvar nadledviny","Zhoubný novotvar nadledviny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C75","Zhoubný novotvar jiných žláz s vnitřní sekrecí a příbuzných ","Zhoubný novotvar jiných žláz s vnitřní sekrecí a příbuzných struktur","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C76","Zhoubný novotvar jiných a nepřesně určených lokalizací","Zhoubný novotvar jiných a nepřesně určených lokalizací","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C77","Sekundární a neurčený zhoubný novotvar mízních uzlin","Sekundární a neurčený zhoubný novotvar mízních uzlin","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C78","Sekundární zhoubný novotvar dýchací a trávicí soustavy","Sekundární zhoubný novotvar dýchací a trávicí soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C79","Sekundární zhoubný novotvar jiných a neurčených lokalizací","Sekundární zhoubný novotvar jiných a neurčených lokalizací","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C80","Zhoubný novotvar bez určení lokalizace","Zhoubný novotvar bez určení lokalizace","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C81","Hodgkinův lymfom","Hodgkinův lymfom","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C82","Folikulární lymfom","Folikulární lymfom","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C83","Non-folikulární lymfom","Non-folikulární lymfom","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C84","Lymfom ze zralých T/NK-buněk","Lymfom ze zralých T/NK-buněk","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C85","Non-Hodgkinův lymfom, jiných a neurčených typů","Non-Hodgkinův lymfom, jiných a neurčených typů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C86","Lymfom z T/NK-buněk, jiné určené typy","Lymfom z T/NK-buněk, jiné určené typy","2011-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C88","Zhoubné imunoproliferativní nemoci","Zhoubné imunoproliferativní nemoci","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C90","Mnohočetný myelom a plazmocytární novotvary","Mnohočetný myelom a plazmocytární novotvary","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C91","Lymfoidní leukemie","Lymfoidní leukemie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C92","Myeloidní leukemie","Myeloidní leukemie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C93","Monocytická leukemie","Monocytická leukemie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C94","Jiné leukemie určených buněčných typů","Jiné leukemie určených buněčných typů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C95","Leukemie neurčeného buněčného typu","Leukemie neurčeného buněčného typu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C96","Jiné zhoubné novotvary mízní, krvetvorné a příbuzné tkáně","Jiné zhoubné novotvary mízní, krvetvorné a příbuzné tkáně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"C97","ZN mnohočetných samostatných (primárních) lokalizací","ZN mnohočetných samostatných (primárních) lokalizací","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D00","Karcinom in situ dutiny ústní, jícnu a žaludku","Karcinom in situ dutiny ústní, jícnu a žaludku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D01","Karcinom in situ jiných a neurčených trávicích orgánů","Karcinom in situ jiných a neurčených trávicích orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D02","Karcinom in situ středního ucha a dýchací soustavy","Karcinom in situ středního ucha a dýchací soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D03","Melanom in situ","Melanom in situ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D04","Karcinom in situ kůže","Karcinom in situ kůže","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D05","Karcinom in situ prsu","Karcinom in situ prsu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D06","Karcinom in situ hrdla děložního","Karcinom in situ hrdla děložního","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D07","Karcinom in situ jiných a neurčených pohlavních orgánů","Karcinom in situ jiných a neurčených pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D09","Karcinom in situ jiných a neurčených lokalizací","Karcinom in situ jiných a neurčených lokalizací","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D10","Nezhoubný novotvar úst a hltanu","Nezhoubný novotvar úst a hltanu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D11","Nezhoubný novotvar velké slinné žlázy","Nezhoubný novotvar velké slinné žlázy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D12","Nezhoubný novotvar tlustého střeva, konečníku, řitního kanál","Nezhoubný novotvar tlustého střeva, konečníku, řitního kanálu a řiti","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D13","Nezhoubný novotvar jiných a nepřesně určených částí trávicí ","Nezhoubný novotvar jiných a nepřesně určených částí trávicí soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D14","Nezhoubný novotvar středního ucha a dýchací soustavy","Nezhoubný novotvar středního ucha a dýchací soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D15","Nezhoubný novotvar jiných neurčených nitrohrudních orgánů","Nezhoubný novotvar jiných neurčených nitrohrudních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D16","Nezhoubný novotvar kosti a kloubní chrupavky","Nezhoubný novotvar kosti a kloubní chrupavky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D17","Nezhoubný lipomatózní novotvar","Nezhoubný lipomatózní novotvar","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D18","Hemangiom a Iymfangiom kterékoliv lokalizace","Hemangiom a Iymfangiom kterékoliv lokalizace","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D19","Nezhoubné novotvary mezotelu","Nezhoubné novotvary mezotelu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D20","Nezhoubné novotvary měkké tkáně retroperitonea a peritonea","Nezhoubné novotvary měkké tkáně retroperitonea a peritonea","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D21","Jiné nezhoubné novotvary pojivové a jiných měkkých tkání","Jiné nezhoubné novotvary pojivové a jiných měkkých tkání","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D22","Melanocytové névy","Melanocytové névy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D23","Jiné nezhoubné novotvary kůže","Jiné nezhoubné novotvary kůže","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D24","Nezhoubné novotvary prsu","Nezhoubné novotvary prsu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D25","Leiomyom dělohy","Leiomyom dělohy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D26","Jiné nezhoubné novotvary dělohy","Jiné nezhoubné novotvary dělohy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D27","Nezhoubný novotvar vaječníku","Nezhoubný novotvar vaječníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D28","Nezhoubný novotvar jiných a neurč. ženských pohlavních orgán","Nezhoubný novotvar jiných a neurč. ženských pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D29","Nezhoubné novotvary mužských pohlavních orgánů","Nezhoubné novotvary mužských pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D30","Nezhoubný novotvar močových orgánů","Nezhoubný novotvar močových orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D31","Nezhoubný novotvar oka a očních adnex","Nezhoubný novotvar oka a očních adnex","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D32","Nezhoubný novotvar mozkomíšních plen","Nezhoubný novotvar mozkomíšních plen","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D33","Nezhoubný novotvar mozku a jiných částí CNS","Nezhoubný novotvar mozku a jiných částí CNS","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D34","Nezhoubný novotvar štítné žlázy","Nezhoubný novotvar štítné žlázy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D35","Nezhoubný novotvar jiných a neurčených žláz s vnitřní sekrec","Nezhoubný novotvar jiných a neurčených žláz s vnitřní sekrecí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D36","Nezhoubný novotvar jiných a neurčených lokalizací","Nezhoubný novotvar jiných a neurčených lokalizací","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D37","Novotvar nejistého nebo neznámého chování dutiny ústní a trá","Novotvar nejistého nebo neznámého chování dutiny ústní a trávicích orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D38","Novotvar nejistého nebo neznámého chování středního ucha a d","Novotvar nejistého nebo neznámého chování středního ucha a dých. a nitrohrud. orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D39","Novotvar nejistého nebo neznámého chování ženských pohlavníc","Novotvar nejistého nebo neznámého chování ženských pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D40","Novotvar nejistého nebo neznámého chování mužských pohlavníc","Novotvar nejistého nebo neznámého chování mužských pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D41","Novotvar nejistého nebo neznámého chování močových orgánů","Novotvar nejistého nebo neznámého chování močových orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D42","Novotvar nejistého nebo neznámého chování mozkomíšních plen","Novotvar nejistého nebo neznámého chování mozkomíšních plen","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D43","Novotvar nejistého nebo neznámého chování mozku a CNS","Novotvar nejistého nebo neznámého chování mozku a CNS","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D44","Novotvar nejistého nebo neznámého chování žláz s vnitřní sek","Novotvar nejistého nebo neznámého chování žláz s vnitřní sekrecí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D45","Pravá polycytemie [polycythaemia vera]","Pravá polycytemie [polycythaemia vera]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D46","Myelodysplastické syndromy","Myelodysplastické syndromy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D47","Jiné novotvary nejistého nebo neznámého chování mízní, krvet","Jiné novotvary nejistého nebo neznámého chování mízní, krvetvorné a příbuzné tkáně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D48","Novotvary nejistého nebo neznámého chování jiných a neurčený","Novotvary nejistého nebo neznámého chování jiných a neurčených lokalizací","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D50","Anemie z nedostatku železa","Anemie z nedostatku železa","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D51","Anemie z nedostatku vitaminu B12","Anemie z nedostatku vitaminu B12","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D52","Anemie z nedostatku kyseliny listové","Anemie z nedostatku kyseliny listové","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D53","Jiné nutriční anemie","Jiné nutriční anemie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D55","Anemie způsobená poruchami enzymů","Anemie způsobená poruchami enzymů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D56","Talasemie [thalassaemia]","Talasemie [thalassaemia]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D57","Srpkovité poruchy","Srpkovité poruchy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D58","Jiné dědičné hemolytické anemie","Jiné dědičné hemolytické anemie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D59","Získané hemolytické anemie","Získané hemolytické anemie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D60","Získaná čistá aplázie červených krvinek (erytroblastopenie)","Získaná čistá aplázie červených krvinek (erytroblastopenie)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D61","Jiné aplastické anemie","Jiné aplastické anemie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D62","Akutní posthemoragická anemie","Akutní posthemoragická anemie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D63","Anemie při chronických nemocech zařazených jinde","Anemie při chronických nemocech zařazených jinde","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D64","Jiné anemie","Jiné anemie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D65","Diseminovaná intravaskulární koagulace (defibrinační syndrom","Diseminovaná intravaskulární koagulace (defibrinační syndrom) [DIC]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D66","Dědičný nedostatek faktoru VIII","Dědičný nedostatek faktoru VIII","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D67","Dědičný nedostatek faktoru IX","Dědičný nedostatek faktoru IX","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D68","Jiné poruchy koagulace","Jiné poruchy koagulace","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D69","Purpura a jiné krvácivé stavy","Purpura a jiné krvácivé stavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D70","Agranulocytóza","Agranulocytóza","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D71","Funkční poruchy polymorfonukleárních neutrofilů (granulocytů","Funkční poruchy polymorfonukleárních neutrofilů (granulocytů)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"D72","Jiné poruchy bílých krvinek","Jiné poruchy bílých krvinek","1994-01-01","9999-09-09"
